model,train_ratio,epoch,train_samples,source_loads,target_load,use_augmentation,amp_scale_min,amp_scale_max,noise_snr_min_db,noise_snr_max_db,max_time_shift,train_loss,train_acc,train_macro_f1,source_val_loss,source_val_acc,source_val_macro_f1
CNN1D,0.1,1,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,2.0774622883539475,0.36929460580912865,0.3521275838501229,2.250581544760362,0.25959153597837087,0.1585563445192272
CNN1D,0.1,2,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,1.6313833552277435,0.6597510373443983,0.6016488698858262,2.0279846568890583,0.27510207599250464,0.18051488418066422
CNN1D,0.1,3,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,1.3204124211275725,0.7261410788381742,0.6711581893512112,1.5948241615432452,0.563247935539419,0.48050782551399723
CNN1D,0.1,4,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,1.10182632425514,0.7697095435684648,0.7289994893031065,1.1606776444620381,0.6834196175669364,0.6132347892544845
CNN1D,0.1,5,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.9219430855695637,0.8257261410788381,0.8055285347653587,0.9193496377435192,0.6954901847323897,0.6238859365337002
CNN1D,0.1,6,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.7736160812041571,0.8879668049792531,0.883302248742976,0.6833403354682118,0.8118590856374609,0.7643323181001932
CNN1D,0.1,7,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.655368373601763,0.9128630705394191,0.910536812414523,0.5506054844935963,0.8908607329378827,0.8700792713657745
CNN1D,0.1,8,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.5633799831896896,0.9315352697095436,0.9315959294251615,0.4347846888176097,0.9419954496095971,0.9308375196877431
CNN1D,0.1,9,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.4694718796435233,0.970954356846473,0.9715310378622248,0.36153283301606726,0.9543194236172156,0.9479997630248076
CNN1D,0.1,10,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.41619624154201684,0.9564315352697096,0.9571350603730829,0.3288308992185025,0.9310531806358892,0.9141818293235033
CNN1D,0.3,1,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,1.6866724818617433,0.635989010989011,0.6292611499820479,1.6662802581879195,0.5524781775784929,0.4821376487589328
CNN1D,0.3,2,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.9614291263150645,0.823489010989011,0.8009514334976151,0.74201849170831,0.7999026886208229,0.7438315991498804
CNN1D,0.3,3,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.6039972760520138,0.9168956043956044,0.9170023323534904,0.4012717214397341,0.9494542486315587,0.9440365714803362
CNN1D,0.3,4,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.3875009751581884,0.9574175824175825,0.9582016159713536,0.26243004211189863,0.958260078942379,0.9532275834323715
CNN1D,0.3,5,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.27404555940366054,0.9711538461538461,0.9717744522264076,0.2136692537322804,0.9514833295987958,0.9418551032831224
CNN1D,0.3,6,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.20017013281256288,0.9752747252747253,0.9758241934610083,0.13958347180980887,0.9594903218022304,0.9509463360414165
CNN1D,0.3,7,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.15107949954140318,0.9876373626373627,0.9878539723924277,0.10830092305672401,0.9750015799966677,0.9729510768339694
CNN1D,0.3,8,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.12286153443894543,0.989010989010989,0.9892084012312787,0.09679561994173962,0.976055868682168,0.9735485545771426
CNN1D,0.3,9,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.10249275001850756,0.9903846153846154,0.9905561817646946,0.1818185197037339,0.9405030873545274,0.9300445921072501
CNN1D,0.3,10,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.08517159341455816,0.9910714285714286,0.9912267007398476,0.051510407752574795,1.0,1.0
CNN1D,0.5,1,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,1.4613073141842823,0.6249485384932071,0.5953321369268522,0.954089144532102,0.7338321936837889,0.6754025943368389
CNN1D,0.5,2,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.6372821788303937,0.9057225195553725,0.9039132860147809,0.33517396621734036,0.9547962953387227,0.9488864699012703
CNN1D,0.5,3,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.3286036513945162,0.9629477151090984,0.9635793471886351,0.16869484577043348,0.9748758984435596,0.9735649707890089
CNN1D,0.5,4,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.19700445158091923,0.9806504734458625,0.980984613392836,0.12332507823479306,0.9735458285215253,0.9711707826713739
CNN1D,0.5,5,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.12996996644410444,0.9905310827501029,0.990703627346657,0.0546224022164962,0.9995231282784931,0.9995237852271375
CNN1D,0.5,6,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.08843918639465632,0.993001235076163,0.9931350872984407,0.04412096351616396,0.9980422404927292,0.9980948492889706
CNN1D,0.5,7,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.06624436449948139,0.9962947715109098,0.9963608428737348,0.06228353468602832,0.9827823454045079,0.9818456662639136
CNN1D,0.5,8,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.057063786258492365,0.9950596953478797,0.9951592086701977,0.035333852697512644,1.0,1.0
CNN1D,0.5,9,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.04341750197762837,0.9967064635652532,0.9967642792934939,0.0181578611448337,0.9994979919678716,0.9995237852271375
CNN1D,0.5,10,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.03463997158151735,0.9987649238369699,0.9987862231284547,0.02192602543549423,1.0,1.0
CNN1D,1.0,1,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,1.040492969827303,0.7877106452938759,0.7767977707601159,0.3645766503977064,0.9410172511012783,0.929980269544464
CNN1D,1.0,2,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.2671639884003288,0.9662967529798603,0.9668883751813203,0.13379044922926728,0.9696051731963621,0.9667571057355868
CNN1D,1.0,3,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.1290662541979387,0.9858199753390875,0.9860772985695764,0.11536546621270528,0.9664443878107977,0.9597486920788693
CNN1D,1.0,4,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.07755061475720075,0.9938347718865598,0.9938971411332407,0.02853552557680748,0.9966618979494516,0.9966583124477862
CNN1D,1.0,5,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.05888920223766818,0.9946568023016852,0.9947517484656393,0.020728015903251167,0.9994979919678716,0.9995237852271375
CNN1D,1.0,6,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.039711217783725265,0.9977394163584052,0.9977771159263469,0.039954895717087345,0.9870741908980701,0.9867540182628712
CNN1D,1.0,7,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.03474634539135385,0.9965063707357172,0.9965664426771653,0.20858639509812119,0.9066106239796708,0.9102784324941536
CNN1D,1.0,8,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.05612889042470958,0.9893136046033704,0.9894908796167435,0.014820364814590358,0.9994979919678716,0.9995237852271375
CNN1D,1.0,9,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.034232198160051366,0.9950678175092479,0.9951568391683384,0.03856630615868462,0.9866224554871849,0.9861699619003397
CNN1D,1.0,10,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.021431473538163166,0.9977394163584052,0.997778781283792,0.043328218096719745,0.9828081629604459,0.981842336593218
SE-ResNet1D,0.1,1,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,1.7980672452459692,0.45020746887966806,0.4215181088049114,2.2515527966123705,0.2037098321756267,0.09332654629342256
SE-ResNet1D,0.1,2,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.7199511152085427,0.8775933609958506,0.8679773348980104,1.7665934578379485,0.30907880448833963,0.15998448686946096
SE-ResNet1D,0.1,3,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.36770254682703135,0.946058091286307,0.9468522864554798,0.5880604461871459,0.8947824200952595,0.8745240058003027
SE-ResNet1D,0.1,4,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.21625815733834422,0.9730290456431535,0.9731963076605933,0.3251661401475396,0.8878066240026529,0.8671780980282988
SE-ResNet1D,0.1,5,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.14933445870381667,0.9605809128630706,0.9614020443228839,0.4691983943088145,0.8335036980129797,0.8047808045155461
SE-ResNet1D,0.1,6,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.13671885177307605,0.9605809128630706,0.9616736434206544,0.18136461981294283,0.9332439793919187,0.9208173819636949
SE-ResNet1D,0.1,7,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.13362214875048126,0.966804979253112,0.967425490132257,0.042598835103163896,0.9908137557382606,0.9908847735918909
SE-ResNet1D,0.1,8,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.0730061808376886,0.9854771784232366,0.9856509551649463,0.12815407328204767,0.9504066295839397,0.9437278554094636
SE-ResNet1D,0.1,9,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.07497901849726918,0.983402489626556,0.9837348872694971,0.07898641136250477,0.9667173701960919,0.9645876810812067
SE-ResNet1D,0.1,10,482,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.10168496443584747,0.966804979253112,0.9673916017762767,0.04343526251269706,0.984062142705299,0.9839071222177095
SE-ResNet1D,0.3,1,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.9477729702388847,0.7541208791208791,0.7593753516936844,0.6607310611447114,0.7119945590660208,0.6528889968276661
SE-ResNet1D,0.3,2,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.1783983229280828,0.9635989010989011,0.9642047735317121,0.29581906469471664,0.8885518899632867,0.8661465209757028
SE-ResNet1D,0.3,3,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.08593457609742552,0.9807692307692307,0.9811736780868895,0.061401589238546606,0.9791677439371219,0.9784694322551989
SE-ResNet1D,0.3,4,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.07141164944067106,0.9807692307692307,0.9810737442843666,0.2669592578036825,0.9012460592420778,0.8812077832004211
SE-ResNet1D,0.3,5,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.06894758957755434,0.9766483516483516,0.9770727361375826,0.526396169361877,0.8456689295502057,0.8353479899309741
SE-ResNet1D,0.3,6,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.10467152420308563,0.967032967032967,0.9672653281332669,0.11491094894971199,0.9492226785745065,0.9487334340100476
SE-ResNet1D,0.3,7,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.06755366896862512,0.9759615384615384,0.9763505515054328,0.2066023907324521,0.9291926668455961,0.9183069254978381
SE-ResNet1D,0.3,8,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.04998753285342521,0.9835164835164835,0.9838269934032645,0.0216832116841177,0.9942530842766119,0.994273161383218
SE-ResNet1D,0.3,9,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.05030065729886621,0.9855769230769231,0.9858306888955353,0.11904503853425406,0.9512551657683256,0.948897552275683
SE-ResNet1D,0.3,10,1456,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.023944324158787073,0.9945054945054945,0.9945875689174842,0.03800698554656514,0.9848195643805552,0.9849971493312655
SE-ResNet1D,0.5,1,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.7071837673478285,0.8270893371757925,0.8307914689435443,0.24194697271032026,0.9181192663562486,0.8984006142096229
SE-ResNet1D,0.5,2,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.13903609403443956,0.9596541786743515,0.9602467846063281,0.07448510818387705,0.9776114472194931,0.9774551886657843
SE-ResNet1D,0.5,3,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.07570559879900644,0.9806504734458625,0.9809801303510646,0.03258936883252738,0.9874505173770906,0.9874335387093672
SE-ResNet1D,0.5,4,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.04236232146111571,0.9884726224783862,0.9886691244657497,0.011421385616245054,0.998995983935743,0.9990475947509471
SE-ResNet1D,0.5,5,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.04726899004843854,0.9831206257719226,0.9834086542052548,0.08813259266995,0.972115857667334,0.9727092349260941
SE-ResNet1D,0.5,6,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.07365304366913585,0.975298476739399,0.9756513696640283,0.15207197125752187,0.9388768316675654,0.9326012075443
SE-ResNet1D,0.5,7,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.030218270743406078,0.9921778509674763,0.99232153856637,0.005664629293263383,0.9985191122142361,0.9985678802009271
SE-ResNet1D,0.5,8,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.030591355989077126,0.9892960065870728,0.9895032318720893,0.004468433882995061,1.0,1.0
SE-ResNet1D,0.5,9,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.0206540437338942,0.9934129271305063,0.9935302184347143,0.0027767582839112732,0.9994979919678716,0.9995237852271375
SE-ResNet1D,0.5,10,2429,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.016744704950047207,0.9962947715109098,0.9963578054363598,0.02172294097123109,0.9936763485579349,0.9938122516283076
SE-ResNet1D,1.0,1,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.42666698369380135,0.8871763255240444,0.889633110058198,0.09960846990423383,0.9611722631379801,0.9575413736291362
SE-ResNet1D,1.0,2,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.08539085619938604,0.9749280723386765,0.9753379174208321,0.08570857688133761,0.9709223692234706,0.9709121074084921
SE-ResNet1D,1.0,3,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.07941157911914491,0.9773941635840526,0.9777948487271961,0.2224666082413063,0.9165032662840202,0.9059189916115525
SE-ResNet1D,1.0,4,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.04430479975551232,0.9856144677353063,0.9858428370352639,0.019350476774170546,0.9942286292113067,0.9942164895046418
SE-ResNet1D,1.0,5,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.042698733386094805,0.9858199753390875,0.9859417558096111,0.3861947387453104,0.816493371811382,0.7995048903116011
SE-ResNet1D,1.0,6,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.07107274283597953,0.9808877928483354,0.9811654584122703,0.031171761691084474,0.990690117921102,0.9909488402093708
SE-ResNet1D,1.0,7,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.04378832978963166,0.9864364981504316,0.9866031630464166,0.18640869934648538,0.9400656580952873,0.9347217515018521
SE-ResNet1D,1.0,8,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.01988496493580309,0.9940402794903411,0.9941395266832005,0.0039323685937244736,0.9994979919678716,0.9995237852271375
SE-ResNet1D,1.0,9,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.019692027802777005,0.9946568023016852,0.9947299032344302,0.08433134253653923,0.9730560459701056,0.9722614662523648
SE-ResNet1D,1.0,10,4866,0+1+2,3,True,0.8,1.2,10.0,30.0,64,0.04205713286671284,0.9882860665844636,0.9882855706063982,0.9685867918198325,0.8976430758800582,0.8663215399244585
