seed,model,train_ratio,selected_epoch,train_samples,source_loads,source_val_acc,source_val_macro_f1,source_val_loss,target_load,target_test_acc,target_test_macro_f1,target_test_loss,elapsed_seconds,use_augmentation,amp_scale_min,amp_scale_max,noise_snr_min_db,noise_snr_max_db,max_time_shift
42,CNN1D,0.1,10,472,0+1+2,0.8440770644400616,0.8093100432051378,0.6950211790248799,3,0.6833095577746077,0.6451671486408328,1.0814152652884006,3.6322641372680664,True,0.8,1.2,10.0,30.0,64
42,CNN1D,0.3,8,1445,0+1+2,0.9864967739340768,0.9862998446486775,0.18901309035362734,3,0.8288159771754636,0.7871775844819057,0.5926725617616561,4.470313310623169,True,0.8,1.2,10.0,30.0,64
42,CNN1D,0.5,9,2423,0+1+2,0.9980673768033507,0.9980879680323778,0.056407135975888034,3,0.8787446504992867,0.8458584081607722,0.41475382977605035,6.778548002243042,True,0.8,1.2,10.0,30.0,64
42,CNN1D,1.0,5,4866,0+1+2,0.9994979919678716,0.9995237852271375,0.04920386616968988,3,0.8987161198288159,0.8655524877568841,0.39060608240192524,12.47105598449707,True,0.8,1.2,10.0,30.0,64
42,CNN-BiLSTM-Attention,0.1,10,472,0+1+2,0.8743366722561614,0.8568887753030974,0.6728180312289918,3,0.7874465049928673,0.7757026838297995,0.8300335305648592,3.044933795928955,True,0.8,1.2,10.0,30.0,64
42,CNN-BiLSTM-Attention,0.3,10,1445,0+1+2,0.9780129100091353,0.9781051579908325,0.08845892422869478,3,0.920114122681883,0.9055742206703744,0.24647015494463193,5.388359785079956,True,0.8,1.2,10.0,30.0,64
42,CNN-BiLSTM-Attention,0.5,7,2423,0+1+2,0.9863710923809688,0.9863983794975569,0.06183195416335377,3,0.8972895863052782,0.8918243869309317,0.26183723893811056,8.205096244812012,True,0.8,1.2,10.0,30.0,64
42,CNN-BiLSTM-Attention,1.0,10,4866,0+1+2,0.9936749860673021,0.9937964889774765,0.01702036080466468,3,0.9386590584878745,0.9387914776166528,0.15047742120161675,15.081984519958496,True,0.8,1.2,10.0,30.0,64
42,MS-CNN-BiLSTM-Attention,0.1,9,472,0+1+2,0.6083633614777935,0.5313399035061509,1.3091755550173019,3,0.5463623395149786,0.4939593079308725,1.4527274842099014,4.000722646713257,True,0.8,1.2,10.0,30.0,64
42,MS-CNN-BiLSTM-Attention,0.3,9,1445,0+1+2,0.9799971683176606,0.9801324489437233,0.09183498618549163,3,0.8616262482168331,0.843015493066072,0.33116983018613577,7.503183126449585,True,0.8,1.2,10.0,30.0,64
42,MS-CNN-BiLSTM-Attention,0.5,10,2423,0+1+2,0.9848915670858377,0.9849192211792624,0.0514894130084872,3,0.8502139800285307,0.8359345080091906,0.33994591238804844,11.442841529846191,True,0.8,1.2,10.0,30.0,64
42,MS-CNN-BiLSTM-Attention,1.0,10,4866,0+1+2,0.9940764488569442,0.9942907657461175,0.014911333389025993,3,0.9386590584878745,0.9387023995411589,0.1421267921789237,21.025668382644653,True,0.8,1.2,10.0,30.0,64
2024,CNN1D,0.1,10,472,0+1+2,0.9501077557727333,0.9412413130058499,0.6693099512715582,3,0.7646219686162625,0.7322040645549113,0.8785921337771178,2.267906665802002,True,0.8,1.2,10.0,30.0,64
2024,CNN1D,0.3,10,1445,0+1+2,0.9850912950801777,0.9848071516868807,0.14346817796890274,3,0.8958630527817404,0.8626934489556717,0.4320042069135141,4.534682512283325,True,0.8,1.2,10.0,30.0,64
2024,CNN1D,0.5,8,2423,0+1+2,0.9994979919678716,0.9995237852271375,0.09068453102703561,3,0.8202567760342369,0.7717430368373766,0.4725506755811682,6.880178928375244,True,0.8,1.2,10.0,30.0,64
2024,CNN1D,1.0,8,4866,0+1+2,0.9995231282784931,0.9995237852271375,0.029503368093223698,3,0.8017118402282454,0.7367836794169367,0.4382838234464809,12.28944706916809,True,0.8,1.2,10.0,30.0,64
2024,CNN-BiLSTM-Attention,0.1,9,472,0+1+2,0.9200966752766225,0.917777497776516,0.7260139045999153,3,0.8430813124108416,0.8178408185479412,0.8248983575682157,2.6158883571624756,True,0.8,1.2,10.0,30.0,64
2024,CNN-BiLSTM-Attention,0.3,9,1445,0+1+2,0.9814780561034245,0.9814513398385234,0.07843852777925604,3,0.9843081312410842,0.9843199058111176,0.09480785420921747,5.293148756027222,True,0.8,1.2,10.0,30.0,64
2024,CNN-BiLSTM-Attention,0.5,6,2423,0+1+2,0.9819046552036882,0.98210036836604,0.07030003469640027,3,0.9871611982881597,0.9870886567033889,0.07836780014624567,8.071761846542358,True,0.8,1.2,10.0,30.0,64
2024,CNN-BiLSTM-Attention,1.0,8,4866,0+1+2,0.989784603363382,0.9898370603307832,0.029833867381729894,3,0.9900142653352354,0.9899964145916955,0.05834929751280095,15.262092590332031,True,0.8,1.2,10.0,30.0,64
2024,MS-CNN-BiLSTM-Attention,0.1,10,472,0+1+2,0.7783021437887253,0.7377960218059458,1.1019084509936268,3,0.7660485021398002,0.7157880558515811,1.132907605885439,3.8029088973999023,True,0.8,1.2,10.0,30.0,64
2024,MS-CNN-BiLSTM-Attention,0.3,7,1445,0+1+2,0.9800257108548643,0.980116333532246,0.13445344892300684,3,0.7831669044222539,0.768718152023068,0.5030172417437214,7.483976125717163,True,0.8,1.2,10.0,30.0,64
2024,MS-CNN-BiLSTM-Attention,0.5,5,2423,0+1+2,0.9809787730525618,0.9811958835758713,0.09368755914495351,3,0.81169757489301,0.7789613657176859,0.5258973155904045,11.261996984481812,True,0.8,1.2,10.0,30.0,64
2024,MS-CNN-BiLSTM-Attention,1.0,10,4866,0+1+2,0.9960342083642151,0.9961997909241584,0.009685160054306741,3,0.9743223965763196,0.9746413074818736,0.07072386146679496,20.788634061813354,True,0.8,1.2,10.0,30.0,64
3407,CNN1D,0.1,10,472,0+1+2,0.9216155732679338,0.9015347407876578,0.6280926425257553,3,0.7945791726105563,0.7544005544005544,0.7619967068653134,2.2234718799591064,True,0.8,1.2,10.0,30.0,64
3407,CNN1D,0.3,8,1445,0+1+2,0.9810249582019064,0.9809345677571043,0.1984535434639061,3,0.8616262482168331,0.8318558337245827,0.48822747109279824,4.421862840652466,True,0.8,1.2,10.0,30.0,64
3407,CNN1D,0.5,7,2423,0+1+2,0.9776365835301147,0.977421144938558,0.126963639515177,3,0.8616262482168331,0.8344610493674349,0.4423979934884206,6.852091312408447,True,0.8,1.2,10.0,30.0,64
3407,CNN1D,1.0,9,4866,0+1+2,0.9994979919678716,0.9995237852271375,0.021361295225809856,3,0.8972895863052782,0.8670033417726162,0.35906855617988637,12.492825746536255,True,0.8,1.2,10.0,30.0,64
3407,CNN-BiLSTM-Attention,0.1,9,472,0+1+2,0.9007847863967622,0.8943785849100753,0.9922294808031987,3,0.8587731811697575,0.8481189717003405,1.0403136134827868,2.526582717895508,True,0.8,1.2,10.0,30.0,64
3407,CNN-BiLSTM-Attention,0.3,6,1445,0+1+2,0.9764844745833939,0.976930452256633,0.1468732048822116,3,0.8359486447931527,0.8112498433466175,0.4207261517941527,5.285632371902466,True,0.8,1.2,10.0,30.0,64
3407,CNN-BiLSTM-Attention,0.5,9,2423,0+1+2,0.9898355572299417,0.9898046456721641,0.04461239813568424,3,0.9343794579172611,0.9330023642159404,0.15369701660444135,7.990092515945435,True,0.8,1.2,10.0,30.0,64
3407,CNN-BiLSTM-Attention,1.0,10,4866,0+1+2,0.9917674991812744,0.9917707043127427,0.02466063819641604,3,0.9843081312410842,0.9842123813224379,0.03967818888415783,15.179733276367188,True,0.8,1.2,10.0,30.0,64
3407,MS-CNN-BiLSTM-Attention,0.1,10,472,0+1+2,0.8323713123493359,0.8045894850190917,1.1108845783616677,3,0.6947218259629101,0.6700701706159484,1.204718658230274,3.704207181930542,True,0.8,1.2,10.0,30.0,64
3407,MS-CNN-BiLSTM-Attention,0.3,8,1445,0+1+2,0.9783899177334723,0.9789779045507614,0.09807690207934917,3,0.920114122681883,0.908892655349019,0.2484795827041254,7.444930553436279,True,0.8,1.2,10.0,30.0,64
3407,MS-CNN-BiLSTM-Attention,0.5,10,2423,0+1+2,0.9837611882231562,0.9841285824329405,0.056938144048852786,3,0.9914407988587732,0.991427696659105,0.042396276405402666,11.109588861465454,True,0.8,1.2,10.0,30.0,64
3407,MS-CNN-BiLSTM-Attention,1.0,7,4866,0+1+2,0.9940513125463227,0.9943223738519098,0.023797381805547847,3,0.9671897289586305,0.9663470409712218,0.07019653099226353,20.61869740486145,True,0.8,1.2,10.0,30.0,64
